CHROM	BIN_START	BIN_END	N_VARIANTS	WEIGHTED_FST	GCO2__GCO3
chr_2	141500001	141600000	1717	0.0392353	GCO3__GCO6
chr_2	141600001	141700000	2135	0.0118664	GCO3__GCO6
chr_2	141700001	141800000	2181	0.0257316	GCO3__GCO6
chr_2	141800001	141900000	2650	0.0290475	GCO3__GCO6
chr_2	141900001	142000000	2311	0.0150297	GCO3__GCO6
chr_2	142000001	142100000	2251	0.140422	GCO3__GCO6
chr_2	142100001	142200000	2187	0.0147559	GCO3__GCO6
chr_2	142200001	142300000	2124	0.0310125	GCO3__GCO6
chr_2	142300001	142400000	1799	0.0113618	GCO3__GCO6
chr_2	142400001	142500000	1937	0.0570578	GCO3__GCO6
chr_2	142500001	142600000	2027	-0.00273639	GCO3__GCO6
chr_2	142600001	142700000	2007	0.0112426	GCO3__GCO6
chr_2	142700001	142800000	1812	0.0463651	GCO3__GCO6
chr_2	142800001	142900000	2211	0.0621761	GCO3__GCO6
chr_2	142900001	143000000	2300	0.0459554	GCO3__GCO6
chr_2	143000001	143100000	1942	0.0266089	GCO3__GCO6
chr_2	143100001	143200000	1648	0.0514672	GCO3__GCO6
chr_2	143200001	143300000	1711	0.0961614	GCO3__GCO6
chr_2	143300001	143400000	1353	0.0171	GCO3__GCO6
chr_2	143400001	143500000	1743	0.0748398	GCO3__GCO6
chr_2	143500001	143600000	1721	0.0108719	GCO3__GCO6
chr_2	143600001	143700000	1794	0.0135799	GCO3__GCO6
chr_2	143700001	143800000	1476	0.131876	GCO3__GCO6
chr_2	143800001	143900000	1584	0.0921484	GCO3__GCO6
chr_2	143900001	144000000	1901	0.0387426	GCO3__GCO6
chr_2	144000001	144100000	2107	0.0390748	GCO3__GCO6
chr_2	144100001	144200000	2390	0.00875241	GCO3__GCO6
chr_2	144200001	144300000	2020	0.0146436	GCO3__GCO6
chr_2	144300001	144400000	2144	0.0134386	GCO3__GCO6
chr_2	144400001	144500000	1558	0.0608146	GCO3__GCO6
chr_2	144500001	144600000	1609	0.0508029	GCO3__GCO6
chr_2	144600001	144700000	1720	0.0639381	GCO3__GCO6
chr_2	144700001	144800000	1978	0.0330878	GCO3__GCO6
chr_2	144800001	144900000	2022	0.0305849	GCO3__GCO6
chr_2	144900001	145000000	1374	0.0644961	GCO3__GCO6
chr_2	145000001	145100000	1974	0.0638808	GCO3__GCO6
chr_2	145100001	145200000	1687	0.0692908	GCO3__GCO6
chr_2	145200001	145300000	1857	0.0227274	GCO3__GCO6
chr_2	145300001	145400000	2305	-0.00852107	GCO3__GCO6
chr_2	145400001	145500000	2034	0.0145565	GCO3__GCO6
chr_2	145500001	145600000	1946	0.0274562	GCO3__GCO6
chr_2	145600001	145700000	2091	0.0186536	GCO3__GCO6
chr_2	145700001	145800000	2212	0.0929355	GCO3__GCO6
chr_2	145800001	145900000	2242	0.0696729	GCO3__GCO6
chr_2	145900001	146000000	2111	0.0175985	GCO3__GCO6
chr_2	146000001	146100000	2172	0.0213916	GCO3__GCO6
chr_2	146100001	146200000	1978	0.00386273	GCO3__GCO6
chr_2	146200001	146300000	2115	0.0186639	GCO3__GCO6
chr_2	146300001	146400000	1882	0.034505	GCO3__GCO6
chr_2	146400001	146500000	1809	0.0966659	GCO3__GCO6
chr_2	146500001	146600000	2248	0.046554	GCO3__GCO6
chr_2	146600001	146700000	2096	0.016511	GCO3__GCO6
chr_2	146700001	146800000	2288	0.0101795	GCO3__GCO6
chr_2	146800001	146900000	2293	0.00456533	GCO3__GCO6
chr_2	146900001	147000000	2374	0.0271416	GCO3__GCO6
chr_2	147000001	147100000	2659	0.078193	GCO3__GCO6
chr_2	147100001	147200000	2196	0.0138951	GCO3__GCO6
chr_2	147200001	147300000	2489	0.0149639	GCO3__GCO6
chr_2	147300001	147400000	2485	0.00739873	GCO3__GCO6
chr_2	147400001	147500000	2268	0.0174008	GCO3__GCO6
chr_2	147500001	147600000	2591	0.0232885	GCO3__GCO6
chr_2	147600001	147700000	2414	0.0230643	GCO3__GCO6
chr_2	147700001	147800000	2468	0.0285403	GCO3__GCO6
chr_2	147800001	147900000	2683	0.0264478	GCO3__GCO6
chr_2	147900001	148000000	2707	0.0752869	GCO3__GCO6
chr_2	148000001	148100000	2148	0.014307	GCO3__GCO6
chr_2	148100001	148200000	2585	0.00943832	GCO3__GCO6
chr_2	148200001	148300000	2679	0.0272849	GCO3__GCO6
chr_2	148300001	148400000	2487	0.0154769	GCO3__GCO6
chr_2	148400001	148500000	2478	0.0232338	GCO3__GCO6
chr_2	148500001	148600000	2241	-0.000432413	GCO3__GCO6
chr_2	148600001	148700000	2180	-0.00202269	GCO3__GCO6
chr_2	148700001	148800000	2722	0.012751	GCO3__GCO6
chr_2	148800001	148900000	2304	0.0254592	GCO3__GCO6
chr_2	148900001	149000000	2273	0.0111849	GCO3__GCO6
chr_2	149000001	149100000	2080	0.000574716	GCO3__GCO6
chr_2	149100001	149200000	2244	0.049023	GCO3__GCO6
chr_2	149200001	149300000	2235	0.0164194	GCO3__GCO6
chr_2	149300001	149400000	2155	0.093799	GCO3__GCO6
chr_2	149400001	149500000	2207	0.00732043	GCO3__GCO6
chr_2	149500001	149600000	2448	0.0223156	GCO3__GCO6
chr_2	149600001	149700000	2038	0.00787593	GCO3__GCO6
chr_2	149700001	149800000	1681	0.0400761	GCO3__GCO6
chr_2	149800001	149900000	2082	0.0405111	GCO3__GCO6
chr_2	149900001	150000000	2713	0.028958	GCO3__GCO6
chr_2	150000001	150100000	2783	0.0187878	GCO3__GCO6
chr_2	150100001	150200000	2160	-0.00411965	GCO3__GCO6
chr_2	150200001	150300000	2151	-0.00309738	GCO3__GCO6
chr_2	150300001	150400000	2844	0.0138967	GCO3__GCO6
chr_2	150400001	150500000	2544	0.0341966	GCO3__GCO6
chr_2	150500001	150600000	2434	0.046792	GCO3__GCO6
chr_2	150600001	150700000	2425	0.0102008	GCO3__GCO6
chr_2	150700001	150800000	2769	0.00985146	GCO3__GCO6
chr_2	150800001	150900000	2301	0.0243275	GCO3__GCO6
chr_2	150900001	151000000	2152	0.0275997	GCO3__GCO6
chr_2	151000001	151100000	2414	0.0180335	GCO3__GCO6
chr_2	151100001	151200000	1795	0.0413698	GCO3__GCO6
chr_2	151200001	151300000	2276	0.00779465	GCO3__GCO6
chr_2	151300001	151400000	2504	0.00816944	GCO3__GCO6
chr_2	151400001	151500000	2378	-0.00544269	GCO3__GCO6
chr_2	151500001	151600000	2314	0.0271821	GCO3__GCO6
chr_2	151600001	151700000	2537	0.0192335	GCO3__GCO6
chr_2	151700001	151800000	2253	0.0288499	GCO3__GCO6
chr_2	151800001	151900000	1766	0.0701509	GCO3__GCO6
chr_2	151900001	152000000	2494	0.0278577	GCO3__GCO6
chr_2	152000001	152100000	2464	0.0330864	GCO3__GCO6
chr_2	152100001	152200000	2976	0.0826764	GCO3__GCO6
chr_2	152200001	152300000	2116	0.151492	GCO3__GCO6
chr_2	152300001	152400000	2901	0.0240441	GCO3__GCO6
chr_2	152400001	152500000	2815	0.0100377	GCO3__GCO6
chr_2	152500001	152600000	2645	0.020109	GCO3__GCO6
chr_2	152600001	152700000	2507	0.00973644	GCO3__GCO6
chr_2	152700001	152800000	2739	0.00301368	GCO3__GCO6
chr_2	152800001	152900000	2815	0.0217849	GCO3__GCO6
chr_2	152900001	153000000	2999	0.0252872	GCO3__GCO6
chr_2	153000001	153100000	3130	0.00152355	GCO3__GCO6
chr_2	153100001	153200000	3114	0.00972573	GCO3__GCO6
chr_2	153200001	153300000	2483	0.0309694	GCO3__GCO6
chr_2	153300001	153400000	2149	0.0139889	GCO3__GCO6
chr_2	153400001	153500000	2125	0.014733	GCO3__GCO6
chr_2	153500001	153600000	2308	0.0214641	GCO3__GCO6
chr_2	153600001	153700000	2648	0.026448	GCO3__GCO6
chr_2	153700001	153800000	2621	0.050471	GCO3__GCO6
chr_2	153800001	153900000	2669	0.0465903	GCO3__GCO6
chr_2	153900001	154000000	2267	0.0538056	GCO3__GCO6
chr_2	154000001	154100000	2047	0.050341	GCO3__GCO6
chr_2	154100001	154200000	2622	0.0426201	GCO3__GCO6
chr_2	154200001	154300000	2731	0.015929	GCO3__GCO6
chr_2	154300001	154400000	2886	0.0171415	GCO3__GCO6
chr_2	154400001	154500000	2749	0.0122835	GCO3__GCO6
chr_2	154500001	154600000	2246	0.0184622	GCO3__GCO6
chr_2	154600001	154700000	2906	0.0133812	GCO3__GCO6
chr_2	154700001	154800000	2646	0.0418643	GCO3__GCO6
chr_2	154800001	154900000	2751	0.0150049	GCO3__GCO6
chr_2	154900001	155000000	3057	0.0199696	GCO3__GCO6
chr_2	155000001	155100000	2881	0.00899789	GCO3__GCO6
chr_2	155100001	155200000	2260	0.0320341	GCO3__GCO6
chr_2	155200001	155300000	2920	0.0342639	GCO3__GCO6
chr_2	155300001	155400000	3228	0.00294354	GCO3__GCO6
chr_2	155400001	155500000	2653	0.0225858	GCO3__GCO6
chr_2	155500001	155600000	2527	0.0119535	GCO3__GCO6
chr_2	155600001	155700000	2692	-0.000508258	GCO3__GCO6
chr_2	155700001	155800000	2383	-0.000581219	GCO3__GCO6
chr_2	155800001	155900000	2909	0.011628	GCO3__GCO6
chr_2	155900001	156000000	2981	0.0268187	GCO3__GCO6
chr_2	156000001	156100000	3146	0.0301177	GCO3__GCO6
chr_2	156100001	156200000	2924	0.0146067	GCO3__GCO6
chr_2	156200001	156300000	2922	0.0449283	GCO3__GCO6
chr_2	156300001	156400000	2620	0.0520029	GCO3__GCO6
chr_2	156400001	156500000	2483	0.0186841	GCO3__GCO6
chr_2	156500001	156600000	2791	0.0296988	GCO3__GCO6
chr_2	156600001	156700000	3069	0.0152163	GCO3__GCO6
chr_2	156700001	156800000	2873	0.0144909	GCO3__GCO6
chr_2	156800001	156900000	2855	0.0190521	GCO3__GCO6
chr_2	156900001	157000000	2557	0.0291381	GCO3__GCO6
chr_2	157000001	157100000	3276	0.0382196	GCO3__GCO6
chr_2	157100001	157200000	2931	0.0178059	GCO3__GCO6
chr_2	157200001	157300000	2832	0.0237719	GCO3__GCO6
chr_2	157300001	157400000	2916	0.0260123	GCO3__GCO6
chr_2	157400001	157500000	2868	0.00970035	GCO3__GCO6
chr_2	157500001	157600000	3080	0.0286365	GCO3__GCO6
chr_2	157600001	157700000	2482	0.0305852	GCO3__GCO6
chr_2	157700001	157800000	2629	0.0137086	GCO3__GCO6
chr_2	157800001	157900000	2875	0.0138676	GCO3__GCO6
chr_2	157900001	158000000	2614	0.00608808	GCO3__GCO6
chr_2	158000001	158100000	2343	0.0108352	GCO3__GCO6
chr_2	158100001	158200000	2718	0.0285804	GCO3__GCO6
chr_2	158200001	158300000	2669	0.0151762	GCO3__GCO6
chr_2	158300001	158400000	2861	0.0146496	GCO3__GCO6
chr_2	158400001	158500000	2656	0.0170691	GCO3__GCO6
chr_2	158500001	158600000	2510	0.0151899	GCO3__GCO6
chr_2	158600001	158700000	2627	0.0105433	GCO3__GCO6
chr_2	158700001	158800000	2477	0.022716	GCO3__GCO6
chr_2	158800001	158900000	2483	0.00860038	GCO3__GCO6
chr_2	158900001	159000000	2539	0.0236765	GCO3__GCO6
chr_2	159000001	159100000	2686	0.0165756	GCO3__GCO6
chr_2	159100001	159200000	2518	0.0197555	GCO3__GCO6
chr_2	159200001	159300000	2601	0.0231923	GCO3__GCO6
chr_2	159300001	159400000	2608	0.0205724	GCO3__GCO6
chr_2	159400001	159500000	3020	0.0231997	GCO3__GCO6
chr_2	159500001	159600000	2461	0.0261141	GCO3__GCO6
chr_2	159600001	159700000	2871	0.0179388	GCO3__GCO6
chr_2	159700001	159800000	2597	0.0332325	GCO3__GCO6
chr_2	159800001	159900000	2257	0.0217345	GCO3__GCO6
chr_2	159900001	160000000	1978	0.0219743	GCO3__GCO6
chr_2	160000001	160100000	1686	0.0174253	GCO3__GCO6
chr_2	160100001	160200000	1079	0.0262415	GCO3__GCO6
chr_2	160200001	160300000	1137	0.00556012	GCO3__GCO6
chr_2	160300001	160400000	762	0.0196081	GCO3__GCO6
chr_2	160400001	160500000	269	0.0260272	GCO3__GCO6
chr_2	160500001	160600000	541	0.0231799	GCO3__GCO6
chr_2	160600001	160700000	1243	0.0176218	GCO3__GCO6
chr_2	160700001	160800000	1282	0.021869	GCO3__GCO6
chr_2	160800001	160900000	1660	0.0213146	GCO3__GCO6
chr_2	160900001	161000000	1530	0.0128446	GCO3__GCO6
chr_2	161000001	161100000	1381	0.0178298	GCO3__GCO6
chr_2	161100001	161200000	898	0.0103129	GCO3__GCO6
chr_2	161200001	161300000	482	0.00674587	GCO3__GCO6
chr_2	161300001	161400000	95	-0.000513997	GCO3__GCO6
chr_2	161400001	161500000	749	0.0571856	GCO3__GCO6
chr_2	161500001	161600000	1905	0.0104886	GCO3__GCO6
chr_2	161600001	161700000	1954	0.0261202	GCO3__GCO6
chr_2	161700001	161800000	1345	0.0450785	GCO3__GCO6
chr_2	161800001	161900000	497	0.025208	GCO3__GCO6
chr_2	161900001	162000000	305	0.0348214	GCO3__GCO6
chr_2	162100001	162200000	81	-0.00890935	GCO3__GCO6
chr_2	1	100000	697	-0.0107593	GCO5__GCO6
chr_2	100001	200000	304	0.00540341	GCO5__GCO6
chr_2	200001	300000	2220	0.0170656	GCO5__GCO6
chr_2	300001	400000	1480	0.0185449	GCO5__GCO6
chr_2	400001	500000	37	0.0301638	GCO5__GCO6
chr_2	500001	600000	141	5.33357e-05	GCO5__GCO6
chr_2	600001	700000	389	0.00124689	GCO5__GCO6
chr_2	700001	800000	27	0.0432871	GCO5__GCO6
chr_2	800001	900000	96	0.01206	GCO5__GCO6
chr_2	900001	1000000	332	0.00777955	GCO5__GCO6
chr_2	1000001	1100000	1023	0.00978143	GCO5__GCO6
chr_2	1100001	1200000	1160	0.0224021	GCO5__GCO6
chr_2	1200001	1300000	267	-0.00208815	GCO5__GCO6
chr_2	1300001	1400000	57	0.00271987	GCO5__GCO6
chr_2	1400001	1500000	43	-0.0027856	GCO5__GCO6
chr_2	1500001	1600000	193	0.0105703	GCO5__GCO6
chr_2	1600001	1700000	655	0.0126859	GCO5__GCO6
chr_2	1700001	1800000	913	0.00776187	GCO5__GCO6
chr_2	1800001	1900000	1789	0.0106585	GCO5__GCO6
chr_2	1900001	2000000	2360	0.00799029	GCO5__GCO6
chr_2	2000001	2100000	2049	0.0137157	GCO5__GCO6
chr_2	2100001	2200000	1900	0.00418197	GCO5__GCO6
chr_2	2200001	2300000	2445	0.00623137	GCO5__GCO6
chr_2	2300001	2400000	2154	0.00187911	GCO5__GCO6
chr_2	2400001	2500000	3033	0.0123757	GCO5__GCO6
chr_2	2500001	2600000	2824	0.0108497	GCO5__GCO6
chr_2	2600001	2700000	3120	0.00185823	GCO5__GCO6
chr_2	2700001	2800000	3084	0.00449272	GCO5__GCO6
chr_2	2800001	2900000	3103	0.0170867	GCO5__GCO6
chr_2	2900001	3000000	2518	0.0058391	GCO5__GCO6
chr_2	3000001	3100000	2636	0.00958784	GCO5__GCO6
chr_2	3100001	3200000	2650	0.00661629	GCO5__GCO6
chr_2	3200001	3300000	3073	0.00923103	GCO5__GCO6
chr_2	3300001	3400000	2892	0.0097339	GCO5__GCO6
chr_2	3400001	3500000	2811	0.00311662	GCO5__GCO6
chr_2	3500001	3600000	2912	0.00175501	GCO5__GCO6
chr_2	3600001	3700000	2710	-0.000691169	GCO5__GCO6
chr_2	3700001	3800000	3019	0.000660164	GCO5__GCO6
chr_2	3800001	3900000	2735	-0.00205083	GCO5__GCO6
chr_2	3900001	4000000	3055	0.016213	GCO5__GCO6
chr_2	4000001	4100000	3038	0.00494911	GCO5__GCO6
chr_2	4100001	4200000	2940	0.00793012	GCO5__GCO6
chr_2	4200001	4300000	3008	0.00776172	GCO5__GCO6
chr_2	4300001	4400000	2692	0.0125266	GCO5__GCO6
chr_2	4400001	4500000	3004	0.00919762	GCO5__GCO6
chr_2	4500001	4600000	2729	0.00575071	GCO5__GCO6
chr_2	4600001	4700000	2826	0.00280341	GCO5__GCO6
chr_2	4700001	4800000	3105	0.0135723	GCO5__GCO6
chr_2	4800001	4900000	2555	0.00472548	GCO5__GCO6
chr_2	4900001	5000000	2879	-0.00307212	GCO5__GCO6
chr_2	5000001	5100000	2691	0.00826916	GCO5__GCO6
chr_2	5100001	5200000	2956	0.0185149	GCO5__GCO6
chr_2	5200001	5300000	2612	0.0135116	GCO5__GCO6
chr_2	5300001	5400000	1910	0.00282259	GCO5__GCO6
chr_2	5400001	5500000	2529	-0.000588631	GCO5__GCO6
chr_2	5500001	5600000	2529	0.00224974	GCO5__GCO6
chr_2	5600001	5700000	2808	0.0145115	GCO5__GCO6
chr_2	5700001	5800000	2571	0.0154432	GCO5__GCO6
chr_2	5800001	5900000	2340	0.0173169	GCO5__GCO6
chr_2	5900001	6000000	2294	0.0349082	GCO5__GCO6
chr_2	6000001	6100000	2413	0.0272996	GCO5__GCO6
chr_2	6100001	6200000	2787	-0.000568997	GCO5__GCO6
chr_2	6200001	6300000	2558	0.0109238	GCO5__GCO6
chr_2	6300001	6400000	2559	0.0245549	GCO5__GCO6
chr_2	6400001	6500000	2547	0.0190485	GCO5__GCO6
chr_2	6500001	6600000	2544	0.0121166	GCO5__GCO6
chr_2	6600001	6700000	2982	0.00498448	GCO5__GCO6
chr_2	6700001	6800000	2687	0.0149915	GCO5__GCO6
chr_2	6800001	6900000	2613	-0.00104178	GCO5__GCO6
chr_2	6900001	7000000	2888	0.0100795	GCO5__GCO6
chr_2	7000001	7100000	2756	0.00276981	GCO5__GCO6
chr_2	7100001	7200000	3104	0.000847353	GCO5__GCO6
chr_2	7200001	7300000	3002	0.00621905	GCO5__GCO6
chr_2	7300001	7400000	2861	-0.00136301	GCO5__GCO6
chr_2	7400001	7500000	2867	0.0141386	GCO5__GCO6
chr_2	7500001	7600000	3056	0.0111209	GCO5__GCO6
chr_2	7600001	7700000	3041	0.0555264	GCO5__GCO6
chr_2	7700001	7800000	3359	0.0194313	GCO5__GCO6
chr_2	7800001	7900000	2810	0.0259131	GCO5__GCO6
chr_2	7900001	8000000	2521	0.0359069	GCO5__GCO6
chr_2	8000001	8100000	2433	0.0361993	GCO5__GCO6
chr_2	8100001	8200000	2674	0.0147828	GCO5__GCO6
chr_2	8200001	8300000	2696	-0.00156224	GCO5__GCO6
chr_2	8300001	8400000	2740	0.0175313	GCO5__GCO6
chr_2	8400001	8500000	2535	0.0260056	GCO5__GCO6
chr_2	8500001	8600000	2673	0.00452858	GCO5__GCO6
chr_2	8600001	8700000	2707	0.0191732	GCO5__GCO6
chr_2	8700001	8800000	2872	0.0112305	GCO5__GCO6
chr_2	8800001	8900000	2210	0.0013692	GCO5__GCO6
chr_2	8900001	9000000	2377	0.00511535	GCO5__GCO6
chr_2	9000001	9100000	2571	-0.00182913	GCO5__GCO6
chr_2	9100001	9200000	2690	0.00198485	GCO5__GCO6
chr_2	9200001	9300000	2759	0.0310429	GCO5__GCO6
chr_2	9300001	9400000	2501	0.0190927	GCO5__GCO6
chr_2	9400001	9500000	2368	0.0179502	GCO5__GCO6
chr_2	9500001	9600000	2585	0.0252049	GCO5__GCO6
chr_2	9600001	9700000	2233	-0.0012083	GCO5__GCO6
chr_2	9700001	9800000	2282	0.00853972	GCO5__GCO6
chr_2	9800001	9900000	2640	0.02978	GCO5__GCO6
chr_2	9900001	10000000	1899	0.00119581	GCO5__GCO6
chr_2	10000001	10100000	2216	0.00684863	GCO5__GCO6
chr_2	10100001	10200000	2448	0.00392163	GCO5__GCO6
chr_2	10200001	10300000	2431	0.0126914	GCO5__GCO6
chr_2	10300001	10400000	1810	0.0429725	GCO5__GCO6
chr_2	10400001	10500000	2644	0.031219	GCO5__GCO6
chr_2	10500001	10600000	3133	0.0134812	GCO5__GCO6
chr_2	10600001	10700000	2767	0.0189232	GCO5__GCO6
chr_2	10700001	10800000	2830	0.032863	GCO5__GCO6
chr_2	10800001	10900000	2637	0.0361755	GCO5__GCO6
chr_2	10900001	11000000	2221	0.00757405	GCO5__GCO6
chr_2	11000001	11100000	2197	0.0292347	GCO5__GCO6
chr_2	11100001	11200000	1862	0.00404805	GCO5__GCO6
chr_2	11200001	11300000	2112	-0.000724136	GCO5__GCO6
chr_2	11300001	11400000	2818	0.00817335	GCO5__GCO6
chr_2	11400001	11500000	2667	0.00769756	GCO5__GCO6
chr_2	11500001	11600000	2698	0.0134643	GCO5__GCO6
chr_2	11600001	11700000	2546	0.00721054	GCO5__GCO6
chr_2	11700001	11800000	2635	0.0108921	GCO5__GCO6
chr_2	11800001	11900000	2334	-0.00129317	GCO5__GCO6
chr_2	11900001	12000000	2328	0.0116633	GCO5__GCO6
chr_2	12000001	12100000	2411	0.0107387	GCO5__GCO6
chr_2	12100001	12200000	2462	-0.00550508	GCO5__GCO6
chr_2	12200001	12300000	2400	0.0134744	GCO5__GCO6
chr_2	12300001	12400000	2300	0.0135865	GCO5__GCO6
chr_2	12400001	12500000	2487	0.0173355	GCO5__GCO6
chr_2	12500001	12600000	2789	0.0346644	GCO5__GCO6
chr_2	12600001	12700000	2782	0.0196559	GCO5__GCO6
chr_2	12700001	12800000	2863	0.0248099	GCO5__GCO6
chr_2	12800001	12900000	2155	0.0175242	GCO5__GCO6
chr_2	12900001	13000000	1554	0.0324059	GCO5__GCO6
chr_2	13000001	13100000	1683	0.0175968	GCO5__GCO6
chr_2	13100001	13200000	2504	0.0267914	GCO5__GCO6
chr_2	13200001	13300000	2511	0.0155848	GCO5__GCO6
chr_2	13300001	13400000	1983	0.000106761	GCO5__GCO6
chr_2	13400001	13500000	2246	0.0144469	GCO5__GCO6
chr_2	13500001	13600000	2584	0.0115284	GCO5__GCO6
chr_2	13600001	13700000	2231	-0.000560886	GCO5__GCO6
chr_2	13700001	13800000	1650	0.0227012	GCO5__GCO6
chr_2	13800001	13900000	1595	0.0117702	GCO5__GCO6
chr_2	13900001	14000000	1671	-0.000646631	GCO5__GCO6
chr_2	14000001	14100000	2266	0.0115996	GCO5__GCO6
chr_2	14100001	14200000	2339	0.0441594	GCO5__GCO6
chr_2	14200001	14300000	2564	0.0739495	GCO5__GCO6
chr_2	14300001	14400000	2547	0.00889845	GCO5__GCO6
chr_2	14400001	14500000	2115	0.0276967	GCO5__GCO6
chr_2	14500001	14600000	1850	0.025978	GCO5__GCO6
chr_2	14600001	14700000	2278	0.0125426	GCO5__GCO6
chr_2	14700001	14800000	2364	-0.00203908	GCO5__GCO6
chr_2	14800001	14900000	2301	0.0196012	GCO5__GCO6
chr_2	14900001	15000000	2117	0.00323854	GCO5__GCO6
chr_2	15000001	15100000	2278	0.00326468	GCO5__GCO6
chr_2	15100001	15200000	2333	0.0157644	GCO5__GCO6
chr_2	15200001	15300000	1831	-0.00185031	GCO5__GCO6
chr_2	15300001	15400000	1924	0.0269542	GCO5__GCO6
chr_2	15400001	15500000	2003	0.00601799	GCO5__GCO6
chr_2	15500001	15600000	2465	0.000616758	GCO5__GCO6
chr_2	15600001	15700000	2045	0.0215117	GCO5__GCO6
chr_2	15700001	15800000	1756	0.0403712	GCO5__GCO6
chr_2	15800001	15900000	1750	0.014882	GCO5__GCO6
chr_2	15900001	16000000	1817	0.0142001	GCO5__GCO6
chr_2	16000001	16100000	1723	0.00737174	GCO5__GCO6
chr_2	16100001	16200000	2186	0.0150399	GCO5__GCO6
chr_2	16200001	16300000	2362	0.0172191	GCO5__GCO6
chr_2	16300001	16400000	2520	0.0137346	GCO5__GCO6
chr_2	16400001	16500000	1770	0.0433278	GCO5__GCO6
chr_2	16500001	16600000	1837	0.00755573	GCO5__GCO6
chr_2	16600001	16700000	2128	-0.000148793	GCO5__GCO6
chr_2	16700001	16800000	2255	0.0188639	GCO5__GCO6
chr_2	16800001	16900000	2386	0.00111271	GCO5__GCO6
chr_2	16900001	17000000	1347	-0.00645274	GCO5__GCO6
chr_2	17000001	17100000	1663	0.00332488	GCO5__GCO6
chr_2	17100001	17200000	1801	0.0367479	GCO5__GCO6
chr_2	17200001	17300000	2591	0.00169019	GCO5__GCO6
chr_2	17300001	17400000	2599	0.0185921	GCO5__GCO6
chr_2	17400001	17500000	2454	0.00693067	GCO5__GCO6
chr_2	17500001	17600000	2821	0.0128535	GCO5__GCO6
chr_2	17600001	17700000	2300	0.00253777	GCO5__GCO6
chr_2	17700001	17800000	2883	-0.00556688	GCO5__GCO6
chr_2	17800001	17900000	2734	0.00170847	GCO5__GCO6
chr_2	17900001	18000000	2169	0.0284493	GCO5__GCO6
chr_2	18000001	18100000	1937	0.017599	GCO5__GCO6
chr_2	18100001	18200000	2505	0.0117087	GCO5__GCO6
chr_2	18200001	18300000	2598	0.0159038	GCO5__GCO6
chr_2	18300001	18400000	2506	0.0171341	GCO5__GCO6
chr_2	18400001	18500000	2779	0.0244301	GCO5__GCO6
chr_2	18500001	18600000	2612	0.0105535	GCO5__GCO6
chr_2	18600001	18700000	2425	-0.00313949	GCO5__GCO6
chr_2	18700001	18800000	2895	0.0103598	GCO5__GCO6
chr_2	18800001	18900000	2600	0.00968888	GCO5__GCO6
chr_2	18900001	19000000	2342	-0.00605017	GCO5__GCO6
chr_2	19000001	19100000	2360	0.0170339	GCO5__GCO6
chr_2	19100001	19200000	2282	0.0117266	GCO5__GCO6
chr_2	19200001	19300000	2560	0.0365659	GCO5__GCO6
chr_2	19300001	19400000	2521	0.00923839	GCO5__GCO6
chr_2	19400001	19500000	2528	0.0220572	GCO5__GCO6
chr_2	19500001	19600000	2785	0.00698583	GCO5__GCO6
chr_2	19600001	19700000	2428	0.00343486	GCO5__GCO6
chr_2	19700001	19800000	2726	0.0276945	GCO5__GCO6
chr_2	19800001	19900000	2304	0.0127615	GCO5__GCO6
chr_2	19900001	20000000	1697	-0.00992571	GCO5__GCO6
chr_2	20000001	20100000	1647	-0.00783992	GCO5__GCO6
chr_2	20100001	20200000	2053	0.000222448	GCO5__GCO6
chr_2	20200001	20300000	2864	0.0108195	GCO5__GCO6
chr_2	20300001	20400000	2945	-0.00126991	GCO5__GCO6
chr_2	20400001	20500000	2877	-0.00539256	GCO5__GCO6
chr_2	20500001	20600000	2244	0.00686006	GCO5__GCO6
chr_2	20600001	20700000	1901	0.00879183	GCO5__GCO6
chr_2	20700001	20800000	2131	0.00954933	GCO5__GCO6
chr_2	20800001	20900000	2764	-0.0043889	GCO5__GCO6
chr_2	20900001	21000000	2402	0.00121494	GCO5__GCO6
chr_2	21000001	21100000	2219	0.0172827	GCO5__GCO6
chr_2	21100001	21200000	1814	0.00664873	GCO5__GCO6
chr_2	21200001	21300000	2038	0.0190495	GCO5__GCO6
chr_2	21300001	21400000	2560	0.0307225	GCO5__GCO6
chr_2	21400001	21500000	2043	0.00624691	GCO5__GCO6
chr_2	21500001	21600000	2204	0.0133351	GCO5__GCO6
chr_2	21600001	21700000	2168	0.0154559	GCO5__GCO6
chr_2	21700001	21800000	2409	-0.00508247	GCO5__GCO6
chr_2	21800001	21900000	2653	0.0147766	GCO5__GCO6
chr_2	21900001	22000000	2356	0.0193667	GCO5__GCO6
chr_2	22000001	22100000	2656	0.0159777	GCO5__GCO6
chr_2	22100001	22200000	2413	0.0265709	GCO5__GCO6
chr_2	22200001	22300000	2304	0.0156048	GCO5__GCO6
chr_2	22300001	22400000	2287	0.00417483	GCO5__GCO6
chr_2	22400001	22500000	2157	0.0495697	GCO5__GCO6
chr_2	22500001	22600000	2021	0.0102618	GCO5__GCO6
chr_2	22600001	22700000	1685	-0.0138587	GCO5__GCO6
chr_2	22700001	22800000	2815	-0.00300956	GCO5__GCO6
chr_2	22800001	22900000	2744	0.00332602	GCO5__GCO6
chr_2	22900001	23000000	2526	0.0016433	GCO5__GCO6
